,N,P,K,ph,Fertility_Status
2155,100,40,35,6.9557873510000015,Moderate
2156,108,35,25,6.971963169,Moderate
2157,115,31,30,6.840927967000001,Moderate
2158,87,28,30,6.536676653,Good
2159,82,24,26,6.089443602999999,Moderate
2160,94,26,27,7.456460375,Good
2161,87,28,35,6.759211911,Good
2162,118,40,35,7.460174812000001,Moderate
2163,87,38,29,6.652642579,Moderate
2164,92,40,30,6.026287448,Moderate
2165,97,22,26,6.074190142000001,Moderate
2166,99,40,32,7.0455430560000005,Moderate
2167,89,28,33,6.9932360010000005,Good
2168,112,39,29,6.726528895,Moderate
2169,111,28,26,6.937352845,Good
2170,114,20,26,7.27905689,Moderate
2171,117,26,30,7.079850922,Good
2172,111,29,31,6.136286518,Good
2173,119,30,28,6.5052036960000015,Moderate
2174,116,40,33,7.042089492000001,Moderate
2175,95,37,35,6.348337518999998,Moderate
2176,86,40,33,7.432322234,Moderate
2177,117,37,32,6.787658922,Moderate
2178,105,18,35,6.743417121,Moderate
2179,109,23,25,7.00733163,Moderate
2180,80,18,31,7.303033217,Moderate
2181,101,31,26,6.861235184,Moderate
2182,103,33,33,7.131435858,Moderate
2183,93,26,27,7.288211994,Good
2184,104,35,28,6.983732393,Moderate
2185,116,36,25,6.172090205,Moderate
2186,107,38,29,6.35118177,Moderate
2187,101,33,33,6.908671378999999,Moderate
2188,107,31,31,6.766184468,Moderate
2189,99,16,30,6.392791654,Moderate
2190,103,40,30,6.3483162570000005,Moderate
2191,118,31,34,6.123796057000001,Moderate
2192,106,21,35,7.4285236339999985,Moderate
2193,116,38,34,6.020947179,Moderate
2194,97,35,26,6.334610249,Moderate
2195,107,34,32,6.78006386,Moderate
2196,99,15,27,6.086922359,Moderate
2197,118,33,30,6.362607851,Moderate
2198,117,32,34,6.758792552,Moderate
2199,104,18,30,6.779832611000002,Moderate
